,Pair,Long Short Band,Foil Decay Band,Leverage,Gross return %,Net return %,Borrow paid ($),Max drawdown %,Worst day %,Trades,Rate source,Shares available,Borrow rate (used) %,Breakeven borrow rate % (annualized),Min margin cushion ($),Stopped,De-risks
177,TMF / TLT,0.0075,0.075,3,1.6689206827855099,0.7488817224085821,92.00389603769278,-1.002219912338612,-0.6435479709730726,429,live,3800000,1.4651,2.657643640816375,2021.2703122980802,False,0
178,TMF / TLT,0.0075,0.1,3,1.6915720831206984,0.7725138272458468,91.90582558748514,-1.059894366949155,-0.672927334865321,429,live,3800000,1.4651,2.696588864893028,1780.8936841978866,False,0
179,TMF / TLT,0.0075,0.015,3,1.9284348649413294,1.0035091464862818,92.49257184550477,-1.0166449563072724,-0.6217043061619759,433,live,3800000,1.4651,3.054677650595392,2421.68925246429,False,0
180,TMF / TLT,0.01,0.01,3,1.9418228641075588,1.0168713662276505,92.49514978799084,-1.009105100758971,-0.6216849863318206,413,live,3800000,1.4651,3.07579876861104,2444.3987480144897,False,0
181,TMF / TLT,0.01,0.025,3,1.9486355303406662,1.02337225523158,92.52632751090859,-1.0169917824400585,-0.621704306161976,409,live,3800000,1.4651,3.0855498022068484,2334.6611327599667,False,0
182,TMF / TLT,0.01,0.05,3,1.82390324218604,0.8980763060356278,92.5826936150412,-1.0325179404831244,-0.6435479709730726,410,live,3800000,1.4651,2.8862852610853698,2140.0722557277304,False,0
183,TMF / TLT,0.01,0.075,3,1.6772869056224369,0.757247945245509,92.00389603769278,-1.002219912338612,-0.6435479709730726,406,live,3800000,1.4651,2.6709662864936403,2022.1069345817723,False,0
184,TMF / TLT,0.01,0.1,3,1.702619848550102,0.7835615926752507,91.90582558748514,-1.059894366949155,-0.6729273348653211,407,live,3800000,1.4651,2.714200459182241,1781.882221050142,False,0
185,TMF / TLT,0.01,0.015,3,1.9402679252284936,1.0153422067734457,92.49257184550477,-1.0166449563072724,-0.6217043061619759,415,live,3800000,1.4651,3.0734214440490786,2421.885012230836,False,0
186,TMF / TLT,0.025,0.01,3,1.9937700651952914,1.0688185673153832,92.49514978799084,-1.0051817550704738,-0.6216849863318206,322,live,3800000,1.4651,3.1580818337102197,2461.7452626262984,False,0
187,TMF / TLT,0.025,0.025,3,2.013277373848232,1.088014098739146,92.52632751090859,-1.0006138559565139,-0.621704306161976,294,live,3800000,1.4651,3.187906361113576,2339.6358152427865,False,0
188,TMF / TLT,0.025,0.05,3,1.8358496378610114,0.9100227017105993,92.58269361504122,-1.0162014763341247,-0.6435479709730723,290,live,3800000,1.4651,2.9051901596360405,2139.030972698066,False,0
189,TMF / TLT,0.025,0.075,3,1.7381894211361784,0.8181504607592507,92.00389603769278,-0.9866192244446808,-0.6435479709730724,277,live,3800000,1.4651,2.7679494353840166,2043.309386457161,False,0
190,TMF / TLT,0.025,0.1,3,1.7550800829881692,0.8360218271133181,91.90582558748511,-1.047829022769248,-0.6729273348653211,279,live,3800000,1.4651,2.797828987606753,1784.6436344758113,False,0
191,TMF / TLT,0.025,0.015,3,1.9881481361490563,1.0632224176940086,92.49257184550477,-1.0003284921582734,-0.6217043061619759,290,live,3800000,1.4651,3.1492646124463097,2446.3421975610017,False,0
192,TMF / TLT,0.05,0.01,3,2.0118367885307036,1.086885290650795,92.49514978799084,-1.0051817550704738,-0.6216849863318206,320,live,3800000,1.4651,3.186699070851176,2461.7452626262984,False,0
193,TMF / TLT,0.05,0.025,3,2.2407133700957473,1.3154500949866614,92.52632751090859,-0.9975573596874445,-0.621704306161976,154,live,3800000,1.4651,3.5480378902320835,2372.9247290443454,False,0
194,TMF / TLT,0.05,0.05,3,1.885207510775772,0.95938057462536,92.5826936150412,-1.038251861393581,-0.6435479709730723,163,live,3800000,1.4651,2.9832978672256445,2139.238782358797,False,0
195,TMF / TLT,0.05,0.075,3,1.7956879890578814,0.8756490286809535,92.00389603769278,-1.0163635312681536,-0.6435479709730724,162,live,3800000,1.4651,2.8595120272850973,2032.2938604099236,False,0
196,TMF / TLT,0.05,0.1,3,1.9321506178343975,1.0130923619595464,91.90582558748511,-1.0635153221064053,-0.6729273348653214,149,live,3800000,1.4651,3.0801027596390402,1792.3464682038384,False,0
197,TMF / TLT,0.05,0.015,3,1.9189967991611945,0.9940710807061468,92.49257184550477,-0.9836064933356441,-0.6217043061619759,254,live,3800000,1.4651,3.039727574174582,2444.9821633662505,False,0
198,TMF / TLT,0.075,0.01,3,2.0118367885307036,1.086885290650795,92.49514978799084,-1.0051817550704738,-0.6216849863318206,320,live,3800000,1.4651,3.186699070851176,2461.7452626262984,False,0
199,TMF / TLT,0.075,0.025,3,2.271673743962608,1.3464104688535217,92.52632751090859,-0.9775751970436045,-0.6217043061619759,137,live,3800000,1.4651,3.597061822092979,2391.9730366420154,False,0
200,TMF / TLT,0.075,0.05,3,1.7753414448463827,0.8495145086959706,92.58269361504121,-1.0952355096809006,-0.6403898577337006,105,live,3800000,1.4651,2.809437324927708,2133.529037265801,False,0
201,TMF / TLT,0.075,0.075,3,2.166174205844424,1.2461352454674959,92.00389603769278,-1.0224676382130553,-0.6403898577337007,91,live,3800000,1.4651,3.449486343146227,2063.567658193886,False,0
202,TMF / TLT,0.075,0.1,3,1.7762818199667039,0.857223564091853,91.90582558748508,-1.0832316326039433,-0.6696250468911089,93,live,3800000,1.4651,2.8316273509299608,1786.9836656694351,False,0
203,TMF / TLT,0.075,0.015,3,1.9189967991611945,0.9940710807061468,92.49257184550477,-0.9836064933356441,-0.6217043061619759,254,live,3800000,1.4651,3.039727574174582,2444.9821633662505,False,0
204,TMF / TLT,0.1,0.01,3,2.0118367885307036,1.086885290650795,92.49514978799084,-1.0051817550704738,-0.6216849863318206,320,live,3800000,1.4651,3.186699070851176,2461.7452626262984,False,0
205,TMF / TLT,0.1,0.025,3,2.271673743962608,1.3464104688535217,92.52632751090859,-0.9775751970436045,-0.6217043061619759,137,live,3800000,1.4651,3.597061822092979,2391.9730366420154,False,0
206,TMF / TLT,0.1,0.05,3,1.9069057844989488,0.9810788483485368,92.58269361504121,-1.0622868468839128,-0.6403898577337006,69,live,3800000,1.4651,3.0176348902593553,2139.959445643325,False,0
207,TMF / TLT,0.1,0.075,3,1.7854044372278561,0.8653654768509285,92.00389603769278,-1.0224676382130553,-0.6403898577337007,74,live,3800000,1.4651,2.843136164484681,2054.386324849581,False,0
208,TMF / TLT,0.1,0.1,3,1.6970432471806,0.7779849913057493,91.90582558748508,-1.1233114830706503,-0.6696250468911089,64,live,3800000,1.4651,2.705310621553092,1776.3965707753177,False,0
209,TMF / TLT,0.1,0.015,3,1.9189967991611945,0.9940710807061468,92.49257184550477,-0.9836064933356441,-0.6217043061619759,254,live,3800000,1.4651,3.039727574174582,2444.9821633662505,False,0
210,SOXL / SOXX,0.005,0.01,3,11.619741078610973,9.347361746587621,227.23793320233506,-1.0356094282583388,-1.0356094282583388,471,live,150000,3.5992999999999995,18.404908667693405,2480.137271395003,False,0
211,SOXL / SOXX,0.005,0.025,3,11.586813605471349,9.313020505758729,227.37930997126182,-1.03560942825834,-1.03560942825834,472,live,150000,3.5992999999999995,18.341342585410924,2356.569584488586,False,0
212,SOXL / SOXX,0.005,0.05,3,11.463667284104586,9.185790344068815,227.78769400357712,-1.03560942825834,-1.03560942825834,471,live,150000,3.5992999999999995,18.113874779833115,2254.2560210815327,False,0
213,SOXL / SOXX,0.005,0.075,3,11.457989232934382,9.169206997095799,228.87822358385836,-1.0356094282583388,-1.0356094282583388,471,live,150000,3.5992999999999995,18.0186389077729,2064.304951181117,False,0
214,SOXL / SOXX,0.005,0.1,3,11.128332514777357,8.84432490424589,228.40076105314685,-1.1297083359712654,-1.1297083359712654,471,live,150000,3.5992999999999995,17.536809875654388,1939.5048494146067,False,0
215,SOXL / SOXX,0.005,0.015,3,11.609495047065115,9.33741551130126,227.20795357638568,-1.0356094282583388,-1.0356094282583388,471,live,150000,3.5992999999999995,18.39110597369681,2480.137271395003,False,0
216,SOXL / SOXX,0.0075,0.01,3,11.613116691905335,9.340737359881983,227.23793320233506,-1.0356094282583388,-1.0356094282583388,461,live,150000,3.5992999999999995,18.39441607311045,2479.967488137144,False,0
217,SOXL / SOXX,0.0075,0.025,3,11.577894318302615,9.304101218589997,227.37930997126182,-1.03560942825834,-1.03560942825834,462,live,150000,3.5992999999999995,18.327223802875046,2356.3998012307247,False,0
218,SOXL / SOXX,0.0075,0.05,3,11.454948313543186,9.177071373507415,227.78769400357712,-1.03560942825834,-1.03560942825834,461,live,150000,3.5992999999999995,18.10009783245283,2261.3311425482443,False,0
219,SOXL / SOXX,0.0075,0.075,3,11.44894970119416,9.160167465355578,228.87822358385836,-1.0356094282583388,-1.0356094282583388,461,live,150000,3.5992999999999995,18.004423493967636,2064.304951181117,False,0
220,SOXL / SOXX,0.0075,0.1,3,11.118254373813702,8.834246763282232,228.40076105314685,-1.1297083359712654,-1.1297083359712654,460,live,150000,3.5992999999999995,17.52092803156454,1939.3465764665452,False,0
221,SOXL / SOXX,0.0075,0.015,3,11.599339608850263,9.327260073086407,227.20795357638568,-1.0356094282583388,-1.0356094282583388,460,live,150000,3.5992999999999995,18.375018302384536,2479.967488137144,False,0
222,SOXL / SOXX,0.01,0.01,3,11.609974363541115,9.337595031517763,227.23793320233506,-1.0356094282583388,-1.0356094282583388,450,live,150000,3.5992999999999995,18.389438830833182,2479.967488137144,False,0
223,SOXL / SOXX,0.01,0.025,3,11.580269998947532,9.306476899234916,227.37930997126182,-1.03560942825834,-1.03560942825834,451,live,150000,3.5992999999999995,18.330984385729458,2356.3998012307247,False,0
224,SOXL / SOXX,0.01,0.05,3,11.446437550538139,9.168560610502368,227.78769400357712,-1.03560942825834,-1.03560942825834,450,live,150000,3.5992999999999995,18.086649876267984,2261.3311425482443,False,0
225,SOXL / SOXX,0.01,0.075,3,11.450224542090288,9.161442306251704,228.87822358385836,-1.0356094282583388,-1.0356094282583388,452,live,150000,3.5992999999999995,18.006428287069216,2064.304951181117,False,0
226,SOXL / SOXX,0.01,0.1,3,11.110209137693236,8.826201527161768,228.40076105314685,-1.1297083359712654,-1.1297083359712654,450,live,150000,3.5992999999999995,17.508249782054833,1939.9595699589681,False,0
227,SOXL / SOXX,0.01,0.015,3,11.59621456286242,9.324135027098562,227.20795357638568,-1.0356094282583388,-1.0356094282583388,449,live,150000,3.5992999999999995,18.37006778113429,2479.967488137144,False,0
228,SOXL / SOXX,0.025,0.01,3,11.68054498072705,9.408165648703699,227.23793320233506,-1.0356094282583388,-1.0356094282583388,417,live,150000,3.5992999999999995,18.50121806542566,2479.967488137144,False,0
229,SOXL / SOXX,0.025,0.025,3,11.57675007424892,9.302956974536302,227.37930997126182,-1.03560942825834,-1.03560942825834,403,live,150000,3.5992999999999995,18.32541252214639,2356.3998012307247,False,0
230,SOXL / SOXX,0.025,0.05,3,11.35818649645274,9.08030955641697,227.78769400357712,-1.03560942825834,-1.03560942825834,401,live,150000,3.5992999999999995,17.94720335332957,2261.3311425482443,False,0
231,SOXL / SOXX,0.025,0.075,3,11.43184175961859,9.143059523780009,228.87822358385836,-1.0356094282583388,-1.0356094282583388,402,live,150000,3.5992999999999995,17.977519836140885,2064.304951181117,False,0
232,SOXL / SOXX,0.025,0.1,3,11.113447030605911,8.829439420074443,228.40076105314685,-1.1297083359712654,-1.1297083359712654,401,live,150000,3.5992999999999995,17.513352281672987,1941.7223262971202,False,0
233,SOXL / SOXX,0.025,0.015,3,11.585951809781497,9.313872274017639,227.20795357638568,-1.0356094282583388,-1.0356094282583388,396,live,150000,3.5992999999999995,18.3538101076758,2479.967488137144,False,0
234,SOXL / SOXX,0.05,0.01,3,11.68054498072705,9.408165648703699,227.23793320233506,-1.0356094282583388,-1.0356094282583388,417,live,150000,3.5992999999999995,18.50121806542566,2479.967488137144,False,0
235,SOXL / SOXX,0.05,0.025,3,11.889011571006696,9.615218471294076,227.37930997126182,-1.03560942825834,-1.03560942825834,336,live,150000,3.5992999999999995,18.819706750333772,2403.9878304478643,False,0
236,SOXL / SOXX,0.05,0.05,3,11.768786257912083,9.490909317876312,227.7876940035771,-1.03560942825834,-1.03560942825834,339,live,150000,3.5992999999999995,18.595996839687707,2261.3311425482443,False,0
237,SOXL / SOXX,0.05,0.075,3,11.961208048024796,9.672425812186212,228.87822358385836,-1.0356094282583388,-1.0356094282583388,336,live,150000,3.5992999999999995,18.809992254017,2064.304951181117,False,0
238,SOXL / SOXX,0.05,0.1,3,11.542198524532427,9.25819091400096,228.40076105314685,-1.1297083359712654,-1.1297083359712654,339,live,150000,3.5992999999999995,18.18900907238333,1960.3559199910706,False,0
239,SOXL / SOXX,0.05,0.015,3,11.695565910935443,9.423486375171585,227.20795357638568,-1.0356094282583388,-1.0356094282583388,381,live,150000,3.5992999999999995,18.527454572173276,2479.967488137144,False,0
240,SOXL / SOXX,0.075,0.01,3,11.68054498072705,9.408165648703699,227.23793320233506,-1.0356094282583388,-1.0356094282583388,417,live,150000,3.5992999999999995,18.50121806542566,2479.967488137144,False,0
241,SOXL / SOXX,0.075,0.025,3,11.879607528662255,9.605814428949637,227.37930997126182,-1.03560942825834,-1.03560942825834,335,live,150000,3.5992999999999995,18.804820624760332,2403.9878304478643,False,0
242,SOXL / SOXX,0.075,0.05,3,10.853010271716093,8.575133331680322,227.7876940035771,-1.03560942825834,-1.03560942825834,281,live,150000,3.5992999999999995,17.148968490973026,2286.5433357718284,False,0
243,SOXL / SOXX,0.075,0.075,3,10.952981928433728,8.664199692595144,228.87822358385836,-1.0356094282583388,-1.0356094282583388,284,live,150000,3.5992999999999995,17.22447301351375,2064.304951181117,False,0
244,SOXL / SOXX,0.075,0.1,3,10.258240971081865,7.974233360550395,228.40076105314685,-1.1297083359712654,-1.1297083359712654,276,live,150000,3.5992999999999995,16.16565836163012,2018.1811503821928,False,0
245,SOXL / SOXX,0.075,0.015,3,11.695565910935443,9.423486375171585,227.20795357638568,-1.0356094282583388,-1.0356094282583388,381,live,150000,3.5992999999999995,18.527454572173276,2479.967488137144,False,0
246,SOXL / SOXX,0.1,0.01,3,11.68054498072705,9.408165648703699,227.23793320233506,-1.0356094282583388,-1.0356094282583388,417,live,150000,3.5992999999999995,18.50121806542566,2479.967488137144,False,0
247,SOXL / SOXX,0.1,0.025,3,11.879607528662255,9.605814428949637,227.37930997126182,-1.03560942825834,-1.03560942825834,335,live,150000,3.5992999999999995,18.804820624760332,2403.9878304478643,False,0
248,SOXL / SOXX,0.1,0.05,3,10.445236409106933,8.167359469071162,227.7876940035771,-1.03560942825834,-1.03560942825834,223,live,150000,3.5992999999999995,16.504640240445983,2326.791888771848,False,0
249,SOXL / SOXX,0.1,0.075,3,9.978067168062926,7.689284932224343,228.87822358385836,-1.0356094282583388,-1.0356094282583388,240,live,150000,3.5992999999999995,15.691338649720969,2064.304951181117,False,0
250,SOXL / SOXX,0.1,0.1,3,10.23193743857791,7.947929828046442,228.40076105314685,-1.1297083359712654,-1.1297083359712654,236,live,150000,3.5992999999999995,16.124207403189814,2049.214841465421,False,0
251,SOXL / SOXX,0.1,0.015,3,11.695565910935443,9.423486375171585,227.20795357638568,-1.0356094282583388,-1.0356094282583388,381,live,150000,3.5992999999999995,18.527454572173276,2479.967488137144,False,0
252,FAS / XLF,0.005,0.01,3,10.472604072612231,9.933113415152414,53.94906574598155,-0.8208586371846514,-0.8208586371846514,460,live,600000,0.8543999999999999,16.585630901877817,2437.299913448772,False,0
253,FAS / XLF,0.005,0.025,3,10.485091840797324,9.945329786944132,53.976205385319325,-0.812564009525897,-0.812564009525897,459,live,600000,0.8543999999999999,16.59705865728347,2316.5298572928114,False,0
254,FAS / XLF,0.005,0.05,3,10.411458832012217,9.871063453283636,54.03953787285828,-0.846790674288638,-0.846790674288638,459,live,600000,0.8543999999999999,16.46118892985406,2157.4213953270955,False,0
255,FAS / XLF,0.005,0.075,3,10.548771652327137,10.00397940830479,54.479224402234635,-0.8537684280423832,-0.8537684280423832,460,live,600000,0.8543999999999999,16.543683575969958,2029.600326631802,False,0
256,FAS / XLF,0.005,0.1,3,10.432401107518078,9.889600596827904,54.28005106901744,-0.8037752745280412,-0.8037752745280412,458,live,600000,0.8543999999999999,16.421214296445577,1846.1515200637768,False,0
257,FAS / XLF,0.005,0.015,3,10.477736298886102,9.938182605735609,53.95536931504947,-0.812564009525897,-0.812564009525897,459,live,600000,0.8543999999999999,16.591820253320577,2389.557952809184,False,0
258,FAS / XLF,0.0075,0.01,3,10.479971322325127,9.940480664865312,53.94906574598155,-0.8208586371846514,-0.8208586371846514,442,live,600000,0.8543999999999999,16.597298533314362,2437.299913448772,False,0
259,FAS / XLF,0.0075,0.025,3,10.494791892028491,9.955029838175298,53.976205385319325,-0.812564009525897,-0.812564009525897,441,live,600000,0.8543999999999999,16.612413059677532,2316.5298572928114,False,0
260,FAS / XLF,0.0075,0.05,3,10.425388186691253,9.88499280796267,54.03953787285828,-0.846790674288638,-0.846790674288638,441,live,600000,0.8543999999999999,16.48321213935257,2157.4213953270955,False,0
261,FAS / XLF,0.0075,0.075,3,10.562855577077617,10.01806333305527,54.479224402234635,-0.8537684280423832,-0.8537684280423832,443,live,600000,0.8543999999999999,16.56577145522823,2029.7681240436177,False,0
262,FAS / XLF,0.0075,0.1,3,10.450312074895816,9.907511564205643,54.280051069017446,-0.8037752745280412,-0.8037752745280412,440,live,600000,0.8543999999999999,16.449407214886428,1846.1515200637768,False,0
263,FAS / XLF,0.0075,0.015,3,10.479072235172689,9.939518542022196,53.95536931504947,-0.812564009525897,-0.812564009525897,443,live,600000,0.8543999999999999,16.593935749846224,2389.557952809184,False,0
264,FAS / XLF,0.01,0.01,3,10.478768474057647,9.939277816597832,53.94906574598155,-0.8208586371846514,-0.8208586371846514,428,live,600000,0.8543999999999999,16.59539356323652,2436.7190730092725,False,0
265,FAS / XLF,0.01,0.025,3,10.502277173691507,9.962515119838313,53.976205385319325,-0.812564009525897,-0.812564009525897,426,live,600000,0.8543999999999999,16.624261659643437,2315.949016853312,False,0
266,FAS / XLF,0.01,0.05,3,10.423668198650244,9.883272819921661,54.03953787285828,-0.846790674288638,-0.846790674288638,427,live,600000,0.8543999999999999,16.48049272715905,2156.840554887597,False,0
267,FAS / XLF,0.01,0.075,3,10.570810446140959,10.026018202118612,54.479224402234635,-0.8537684280423832,-0.8537684280423832,429,live,600000,0.8543999999999999,16.578247110310137,2028.595634192805,False,0
268,FAS / XLF,0.01,0.1,3,10.4494186028029,9.906618092112726,54.28005106901744,-0.8037752745280412,-0.8037752745280412,428,live,600000,0.8543999999999999,16.448000837145152,1844.979030212964,False,0
269,FAS / XLF,0.01,0.015,3,10.476100885304936,9.936547192154443,53.95536931504947,-0.812564009525897,-0.812564009525897,429,live,600000,0.8543999999999999,16.589230525214763,2389.557952809184,False,0
270,FAS / XLF,0.025,0.01,3,10.539827587217552,10.000336929757736,53.94906574598155,-0.8208586371846514,-0.8208586371846514,346,live,600000,0.8543999999999999,16.6920938592703,2455.1484973377173,False,0
271,FAS / XLF,0.025,0.025,3,10.55797776930991,10.018215715456716,53.976205385319325,-0.812564009525897,-0.812564009525897,325,live,600000,0.8543999999999999,16.71243123095107,2315.949016853312,False,0
272,FAS / XLF,0.025,0.05,3,10.420655452788832,9.88026007406025,54.03953787285828,-0.8467906742886379,-0.8467906742886379,319,live,600000,0.8543999999999999,16.475729381347236,2156.840554887597,False,0
273,FAS / XLF,0.025,0.075,3,10.549636700326056,10.00484445630371,54.479224402234635,-0.8537684280423832,-0.8537684280423832,321,live,600000,0.8543999999999999,16.54504023443635,2035.7253624853702,False,0
274,FAS / XLF,0.025,0.1,3,10.465838431835873,9.9230379211457,54.28005106901744,-0.8037752745280412,-0.8037752745280412,319,live,600000,0.8543999999999999,16.473846615934,1844.1009245841142,False,0
275,FAS / XLF,0.025,0.015,3,10.498870326362844,9.95931663321235,53.95536931504947,-0.812564009525897,-0.812564009525897,321,live,600000,0.8543999999999999,16.62528664101351,2389.557952809184,False,0
276,FAS / XLF,0.05,0.01,3,10.549405088431953,10.009914430972138,53.94906574598155,-0.8208586371846514,-0.8208586371846514,345,live,600000,0.8543999999999999,16.707261901430872,2455.1484973377173,False,0
277,FAS / XLF,0.05,0.025,3,10.660833973680392,10.121071919827198,53.976205385319325,-0.8187717755068306,-0.8187717755068306,185,live,600000,0.8543999999999999,16.875244345335066,2371.77054077483,False,0
278,FAS / XLF,0.05,0.05,3,10.427316090342725,9.886920711614142,54.03953787285828,-0.8532599225930125,-0.8532599225930125,199,live,600000,0.8543999999999999,16.486260279556312,2156.327919248871,False,0
279,FAS / XLF,0.05,0.075,3,10.789369789642075,10.244577545619729,54.479224402234635,-0.860290984470017,-0.860290984470017,189,live,600000,0.8543999999999999,16.92101466094307,2029.6573622754986,False,0
280,FAS / XLF,0.05,0.1,3,10.532935449980926,9.990134939290751,54.28005106901744,-0.809915896986132,-0.809915896986132,188,live,600000,0.8543999999999999,16.579461277626635,1853.8614449010147,False,0
281,FAS / XLF,0.05,0.015,3,10.51089835569014,9.971344662539645,53.95536931504947,-0.8187717755068309,-0.8187717755068309,291,live,600000,0.8543999999999999,16.644333398338503,2422.9994183040917,False,0
282,FAS / XLF,0.075,0.01,3,10.549405088431953,10.009914430972138,53.94906574598155,-0.8208586371846514,-0.8208586371846514,345,live,600000,0.8543999999999999,16.707261901430872,2455.1484973377173,False,0
283,FAS / XLF,0.075,0.025,3,10.624361998609693,10.084599944756501,53.976205385319325,-0.8187717755068306,-0.8187717755068306,178,live,600000,0.8543999999999999,16.817512136711002,2371.77054077483,False,0
284,FAS / XLF,0.075,0.05,3,10.217055515904566,9.67666013717598,54.03953787285828,-0.8532599225930128,-0.8532599225930128,136,live,600000,0.8543999999999999,16.153824729824876,2154.3097776754594,False,0
285,FAS / XLF,0.075,0.075,3,10.188508901151458,9.643716657129112,54.479224402234635,-0.8602909844700168,-0.8602909844700168,144,live,600000,0.8543999999999999,15.978681966674154,2051.1582935703955,False,0
286,FAS / XLF,0.075,0.1,3,10.150532689552506,9.607732178862332,54.28005106901744,-0.8099158969861322,-0.8099158969861322,136,live,600000,0.8543999999999999,15.977536791419707,1843.2430526714852,False,0
287,FAS / XLF,0.075,0.015,3,10.51089835569014,9.971344662539645,53.95536931504947,-0.8187717755068309,-0.8187717755068309,291,live,600000,0.8543999999999999,16.644333398338503,2422.9994183040917,False,0
288,FAS / XLF,0.1,0.01,3,10.549405088431953,10.009914430972138,53.94906574598155,-0.8208586371846514,-0.8208586371846514,345,live,600000,0.8543999999999999,16.707261901430872,2455.1484973377173,False,0
289,FAS / XLF,0.1,0.025,3,10.624361998609693,10.084599944756501,53.976205385319325,-0.8187717755068306,-0.8187717755068306,178,live,600000,0.8543999999999999,16.817512136711002,2371.77054077483,False,0
290,FAS / XLF,0.1,0.05,3,10.169122818343956,9.628727439615373,54.03953787285828,-0.8353333991392187,-0.8353333991392187,89,live,600000,0.8543999999999999,16.078040038823005,2255.279903367634,False,0
291,FAS / XLF,0.1,0.075,3,10.009212779255718,9.464420535233371,54.479224402234635,-0.8422167422586607,-0.8422167422586607,105,live,600000,0.8543999999999999,15.697491093954172,2026.4835399706626,False,0
292,FAS / XLF,0.1,0.1,3,10.606224526229125,10.063424015538951,54.280051069017446,-0.7939240140264854,-0.7939240140264854,98,live,600000,0.8543999999999999,16.69482260377359,1825.6939556411144,False,0
293,FAS / XLF,0.1,0.015,3,10.51089835569014,9.971344662539645,53.95536931504947,-0.8187717755068309,-0.8187717755068309,291,live,600000,0.8543999999999999,16.644333398338503,2422.9994183040917,False,0
294,ERX / XLE,0.005,0.01,2,2.7528250573793414,-3.1848997102208148,593.7724767600156,-3.732000515063441,-1.2466071155088327,432,live,200000,6.268699999999989,2.9062705181884927,2166.864995801143,False,0
295,ERX / XLE,0.005,0.025,2,2.832387979285555,-3.113924410988434,594.6312390273989,-3.6626406079090885,-1.2468651662113814,428,live,200000,6.268699999999989,2.9859498392295634,2062.13108743448,False,0
296,ERX / XLE,0.005,0.05,2,2.7807481569195214,-3.1705310766413373,595.1279233560858,-3.7050343030543726,-1.2625799830165283,427,live,200000,6.268699999999989,2.9290636999486637,1858.4347492458228,False,0
297,ERX / XLE,0.005,0.075,2,2.8449755298305286,-3.1241126433618374,596.9088173192366,-3.6772894729393935,-1.2721777606263578,428,live,200000,6.268699999999989,2.987775952773464,1737.983774006484,False,0
298,ERX / XLE,0.005,0.1,2,2.8696118943822655,-3.0895093774735387,595.9121271855804,-3.6249811075022786,-1.3146416288807221,427,live,200000,6.268699999999989,3.018689377454462,1505.944396768782,False,0
299,ERX / XLE,0.005,0.015,2,2.7630741355326474,-3.1754395001598628,593.851363569251,-3.7172255964941026,-1.2466071155088327,431,live,200000,6.268699999999989,2.9167033867379053,2112.2243607371256,False,0
300,ERX / XLE,0.0075,0.01,2,2.7519589061073337,-3.1857658614928224,593.7724767600156,-3.7446826832881337,-1.2466071155088327,400,live,200000,6.268699999999989,2.9053560867031436,2166.7783806739426,False,0
301,ERX / XLE,0.0075,0.025,2,2.8060540312657225,-3.140258359008267,594.6312390273989,-3.692261096188353,-1.2468651662113814,396,live,200000,6.268699999999989,2.9581881595334316,2059.2596064190475,False,0
302,ERX / XLE,0.0075,0.05,2,2.7509962791544487,-3.2002829544064095,595.1279233560858,-3.754527835395264,-1.2625799830165283,395,live,200000,6.268699999999989,2.8977249593474577,1854.1617826423253,False,0
303,ERX / XLE,0.0075,0.075,2,2.804576263715155,-3.1645119094772114,596.9088173192366,-3.733309536730466,-1.2721777606263573,393,live,200000,6.268699999999989,2.945348889853735,1734.039880602414,False,0
304,ERX / XLE,0.0075,0.1,2,2.8179644581251546,-3.141156813730649,595.9121271855804,-3.6921425482570824,-1.3146416288807221,394,live,200000,6.268699999999989,2.964358836273158,1499.945778550422,False,0
305,ERX / XLE,0.0075,0.015,2,2.7548184771994206,-3.183695158493089,593.851363569251,-3.745015683561543,-1.2466071155088327,401,live,200000,6.268699999999989,2.907988706841837,2122.4343892768193,False,0
306,ERX / XLE,0.01,0.01,2,2.786465905369428,-3.1512588622307276,593.7724767600156,-3.7335095049643447,-1.2466071155088327,371,live,200000,6.268699999999989,2.941786543610583,2170.6789155596452,False,0
307,ERX / XLE,0.01,0.025,2,2.812798658696064,-3.133513731577925,594.6312390273989,-3.7166395307354967,-1.2468651662113814,364,live,200000,6.268699999999989,2.9652984563354865,2058.740045069644,False,0
308,ERX / XLE,0.01,0.05,2,2.817963395580872,-3.1333158379799864,595.1279233560858,-3.7075581592294466,-1.2625799830165283,357,live,200000,6.268699999999989,2.9682638714480647,1860.1811329826587,False,0
309,ERX / XLE,0.01,0.075,2,2.814329927004499,-3.154758246187868,596.9088173192366,-3.7623077333820323,-1.2721777606263573,354,live,200000,6.268699999999989,2.955592127562386,1734.5268440201007,False,0
310,ERX / XLE,0.01,0.1,2,2.8907121563541986,-3.068409115501605,595.9121271855804,-3.650636062778953,-1.3146416288807221,354,live,200000,6.268699999999989,3.040885806456194,1506.7242164208546,False,0
311,ERX / XLE,0.01,0.015,2,2.8082315342663553,-3.1302821014261544,593.851363569251,-3.709112096341759,-1.2466071155088327,363,live,200000,6.268699999999989,2.9643715749088644,2127.775694983513,False,0
312,ERX / XLE,0.025,0.01,2,2.7634432535954927,-3.1742815140046634,593.7724767600156,-3.7679239950030494,-1.2466071155088327,358,live,200000,6.268699999999989,2.917480584202902,2168.3766503822517,False,0
313,ERX / XLE,0.025,0.025,2,2.7197957153692824,-3.2265166749047065,594.6312390273989,-3.815486475859311,-1.2468651662113814,198,live,200000,6.268699999999989,2.8672532288788553,2037.450352234955,False,0
